project,bug_id,folder,add_test_file,function_id,class_fqcn,file,method_sig_snippet,method_start,method_end,line,line_in_method,ci,mi,cb,mb,executed
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,58,1,,,,,
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,59,2,4,0,1,1,True
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,60,3,,,,,
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,61,4,0,6,0,0,False
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,62,5,0,2,0,0,False
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,63,6,0,4,0,0,False
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,64,7,0,2,0,0,False
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,65,8,,,,,
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,66,9,4,0,0,0,True
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,67,10,,,,,
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,68,11,8,0,0,0,True
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,69,12,,,,,
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,70,13,,,,,
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,71,14,3,0,0,0,True
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,72,15,,,,,
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,73,16,,,,,
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,74,17,2,0,2,0,True
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,75,18,,,,,
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,76,19,,,,,
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,77,20,9,0,2,2,True
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,78,21,0,7,0,0,False
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,79,22,0,3,0,0,False
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,80,23,0,2,0,0,False
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,81,24,,,,,
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,82,25,,,,,
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,83,26,,,,,
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,84,27,,,,,
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,85,28,,,,,
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,86,29,4,0,0,0,True
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,87,30,6,0,0,0,True
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,88,31,4,0,0,0,True
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,89,32,,,,,
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,90,33,5,0,0,0,True
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,91,34,,,,,
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,92,35,2,0,2,0,True
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,93,36,3,0,0,0,True
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,94,37,4,0,0,0,True
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,95,38,,,,,
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,96,39,6,0,0,0,True
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,97,40,,,,,
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,98,41,,,,,
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,99,42,,,,,
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,100,43,,,,,
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,101,44,,,,,
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,102,45,,,,,
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,103,46,4,0,0,0,True
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,104,47,2,0,0,0,True
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,105,48,,,,,
Mockito,13,Mockito-13-buggy_ind2,add_test1.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,58,106,106,49,,,,,
Mockito,14,Mockito-14-buggy_ind1,add_test.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,57,101,57,1,,,,,
Mockito,14,Mockito-14-buggy_ind1,add_test.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,57,101,58,2,4,0,1,1,True
Mockito,14,Mockito-14-buggy_ind1,add_test.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,57,101,59,3,,,,,
Mockito,14,Mockito-14-buggy_ind1,add_test.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,57,101,60,4,0,6,0,0,False
Mockito,14,Mockito-14-buggy_ind1,add_test.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,57,101,61,5,0,2,0,0,False
Mockito,14,Mockito-14-buggy_ind1,add_test.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,57,101,62,6,0,4,0,0,False
Mockito,14,Mockito-14-buggy_ind1,add_test.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,57,101,63,7,0,2,0,0,False
Mockito,14,Mockito-14-buggy_ind1,add_test.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,57,101,64,8,,,,,
Mockito,14,Mockito-14-buggy_ind1,add_test.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,57,101,65,9,4,0,0,0,True
Mockito,14,Mockito-14-buggy_ind1,add_test.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,57,101,66,10,,,,,
Mockito,14,Mockito-14-buggy_ind1,add_test.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,57,101,67,11,8,0,0,0,True
Mockito,14,Mockito-14-buggy_ind1,add_test.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,57,101,68,12,,,,,
Mockito,14,Mockito-14-buggy_ind1,add_test.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,57,101,69,13,,,,,
Mockito,14,Mockito-14-buggy_ind1,add_test.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,57,101,70,14,3,0,0,0,True
Mockito,14,Mockito-14-buggy_ind1,add_test.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,57,101,71,15,,,,,
Mockito,14,Mockito-14-buggy_ind1,add_test.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,57,101,72,16,,,,,
Mockito,14,Mockito-14-buggy_ind1,add_test.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,57,101,73,17,2,0,2,0,True
Mockito,14,Mockito-14-buggy_ind1,add_test.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,57,101,74,18,,,,,
Mockito,14,Mockito-14-buggy_ind1,add_test.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,57,101,75,19,,,,,
Mockito,14,Mockito-14-buggy_ind1,add_test.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,57,101,76,20,8,0,0,0,True
Mockito,14,Mockito-14-buggy_ind1,add_test.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,57,101,77,21,0,3,0,0,False
Mockito,14,Mockito-14-buggy_ind1,add_test.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,57,101,78,22,0,2,0,0,False
Mockito,14,Mockito-14-buggy_ind1,add_test.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,57,101,79,23,,,,,
Mockito,14,Mockito-14-buggy_ind1,add_test.java,function_1,org.mockito.internal.MockHandler,org/mockito/internal/MockHandler.java,public Object handle(Invocation invocation) throws Throwable {,57,101,80,24,,,,,
